,DGUID,Buddhist_total,Buddhist_men,Buddhist_women,Christian_total,Christian_men,Christian_women,Hindu_total,Hindu_men,Hindu_women,Jewish_total,Jewish_men,Jewish_women,Muslim_total,Muslim_men,Muslim_women,No_religion_total,No_religion_men,No_religion_women,Other_religions_total,Other_religions_men,Other_religions_women,Sikh_total,Sikh_men,Sikh_women,Indigenous_spirituality_total,Indigenous_spirituality_men,Indigenous_spirituality_women
1141,2021A00052406802,0.0,0.0,0.0,205.0,85.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,125.0,130.0,0.0,0.0,10.0,0.0,0.0,0.0,175.0,90.0,85.0
1142,2021A00052407005,0.0,0.0,0.0,175.0,95.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,2021A00052407010,0.0,0.0,0.0,320.0,150.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,2021A00052407018,0.0,0.0,0.0,1845.0,930.0,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,125.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,2021A00052407025,0.0,0.0,0.0,175.0,100.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,2021A00052407030,0.0,0.0,0.0,895.0,450.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,2021A00052407035,0.0,0.0,0.0,305.0,175.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,2021A00052407040,0.0,0.0,0.0,250.0,135.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,2021A00052407047,0.0,0.0,0.0,5060.0,2455.0,2610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,375.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,2021A00052407057,0.0,0.0,0.0,1195.0,590.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,90.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,2021A00052407065,0.0,0.0,0.0,310.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,2021A00052407070,0.0,0.0,0.0,330.0,175.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,45.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,2021A00052407075,0.0,0.0,0.0,340.0,190.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,2021A00052407080,0.0,0.0,0.0,850.0,430.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,80.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,2021A00052407085,0.0,0.0,0.0,1505.0,780.0,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,115.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,2021A00052407090,0.0,0.0,0.0,350.0,190.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,2021A00052407095,0.0,0.0,0.0,415.0,225.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,50.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,2021A00052407100,0.0,0.0,0.0,340.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,2021A00052407105,0.0,0.0,0.0,405.0,220.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,2021A00052408005,0.0,0.0,0.0,885.0,470.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,50.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,2021A00052408010,0.0,0.0,0.0,145.0,75.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,2021A00052408015,0.0,0.0,0.0,330.0,165.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,2021A00052408023,0.0,0.0,0.0,885.0,465.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,80.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,2021A00052408030,0.0,0.0,0.0,350.0,160.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,65.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,2021A00052408035,0.0,0.0,0.0,810.0,410.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,2021A00052408040,0.0,0.0,0.0,240.0,125.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,2021A00052408053,0.0,0.0,0.0,10900.0,5205.0,5690.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,25.0,2560.0,1425.0,1135.0,30.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,2021A00052408065,0.0,0.0,0.0,285.0,180.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,2021A00052408073,0.0,0.0,0.0,1315.0,695.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,110.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,2021A00052408080,0.0,0.0,0.0,445.0,210.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,2021A00052409005,0.0,0.0,0.0,405.0,220.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,2021A00052409010,0.0,0.0,0.0,210.0,135.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,2021A00052409015,0.0,0.0,0.0,385.0,225.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,2021A00052409020,0.0,0.0,0.0,195.0,120.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,2021A00052409025,0.0,0.0,0.0,905.0,475.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,165.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,2021A00052409030,0.0,0.0,0.0,680.0,320.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,135.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,2021A00052409035,0.0,0.0,0.0,860.0,430.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,75.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,2021A00052409040,0.0,0.0,0.0,195.0,105.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,2021A00052409048,0.0,0.0,0.0,440.0,215.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,2021A00052409055,0.0,0.0,0.0,350.0,195.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,2021A00052409060,0.0,0.0,0.0,145.0,75.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,2021A00052409065,0.0,0.0,0.0,1425.0,745.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,120.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,2021A00052409070,0.0,0.0,0.0,395.0,210.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,2021A00052409077,0.0,0.0,0.0,5040.0,2440.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,450.0,430.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,2021A00052409085,0.0,0.0,0.0,775.0,350.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,90.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,2021A00052409092,0.0,0.0,0.0,2215.0,1095.0,1115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,270.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,2021A00052410005,0.0,0.0,0.0,275.0,155.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,55.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,2021A00052410010,0.0,0.0,0.0,215.0,135.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,2021A00052410015,0.0,0.0,0.0,830.0,440.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,150.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,2021A00052410025,0.0,0.0,0.0,305.0,165.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,2021A00052410030,0.0,0.0,0.0,2375.0,1230.0,1145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,330.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,2021A00052410043,55.0,20.0,40.0,35220.0,16720.0,18500.0,0.0,0.0,0.0,35.0,25.0,10.0,305.0,170.0,140.0,11735.0,6030.0,5705.0,105.0,45.0,60.0,0.0,0.0,0.0,10.0,0.0,10.0
1193,2021A00052410060,0.0,0.0,0.0,635.0,315.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,2021A00052410070,0.0,0.0,0.0,1510.0,795.0,715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,165.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,2021A00052410075,0.0,0.0,0.0,340.0,175.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,2021A00052411005,0.0,0.0,0.0,370.0,180.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,75.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,2021A00052411010,0.0,0.0,0.0,1385.0,735.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,105.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,2021A00052411015,0.0,0.0,0.0,230.0,110.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,2021A00052411020,0.0,0.0,0.0,65.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,2021A00052411025,0.0,0.0,0.0,160.0,85.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,2021A00052411030,0.0,0.0,0.0,320.0,170.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,2021A00052411035,0.0,0.0,0.0,345.0,190.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,2021A00052411040,10.0,10.0,0.0,2530.0,1200.0,1330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,185.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,2021A00052411045,0.0,0.0,0.0,960.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,2021A00052411050,0.0,0.0,0.0,540.0,285.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,65.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,2021A00052411055,0.0,0.0,0.0,305.0,170.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,2021A00052412005,0.0,0.0,0.0,870.0,445.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,55.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,2021A00052412010,0.0,0.0,0.0,1230.0,640.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,70.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,2021A00052412015,0.0,0.0,0.0,3615.0,1825.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,350.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,2021A00052412020,0.0,0.0,0.0,895.0,490.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,135.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,2021A00052412025,0.0,0.0,0.0,210.0,125.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,2021A00052412030,0.0,0.0,0.0,600.0,305.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,100.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,2021A00052412035,0.0,0.0,0.0,270.0,130.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,50.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,2021A00052412043,0.0,0.0,0.0,1155.0,595.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,115.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,2021A00052412045,0.0,0.0,0.0,55.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,2021A00052412057,0.0,0.0,0.0,1440.0,690.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,220.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,2021A00052412065,0.0,0.0,0.0,1060.0,535.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,2021A00052412072,0.0,0.0,0.0,15260.0,7340.0,7920.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,100.0,85.0,3370.0,1795.0,1575.0,35.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
1219,2021A00052412080,0.0,0.0,0.0,960.0,475.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,155.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,2021A00052413005,0.0,0.0,0.0,2420.0,1210.0,1210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,170.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,2021A00052413010,0.0,0.0,0.0,200.0,110.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,2021A00052413015,0.0,0.0,0.0,580.0,315.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,2021A00052413020,0.0,0.0,0.0,335.0,180.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,2021A00052413025,0.0,0.0,0.0,1030.0,545.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,105.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,2021A00052413030,0.0,0.0,0.0,525.0,275.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,2021A00052413040,0.0,0.0,0.0,425.0,220.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,70.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227,2021A00052413045,0.0,0.0,0.0,365.0,185.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,35.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,2021A00052413050,0.0,0.0,0.0,205.0,125.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,2021A00052413055,0.0,0.0,0.0,355.0,185.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,45.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,2021A00052413060,0.0,0.0,0.0,405.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,2021A00052413065,0.0,0.0,0.0,950.0,480.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,2021A00052413073,0.0,0.0,0.0,4165.0,2015.0,2150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,340.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,2021A00052413075,0.0,0.0,0.0,130.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,2021A00052413080,0.0,0.0,0.0,1140.0,550.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,2021A00052413085,0.0,0.0,0.0,325.0,175.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,2021A00052413090,0.0,0.0,0.0,500.0,275.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,2021A00052413095,0.0,0.0,0.0,2150.0,1075.0,1075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,140.0,125.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1238,2021A00052413100,0.0,0.0,0.0,265.0,155.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,2021A00052414005,0.0,0.0,0.0,930.0,525.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,70.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,2021A00052414010,0.0,0.0,0.0,410.0,225.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,35.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,2021A00052414018,0.0,0.0,0.0,2795.0,1405.0,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,490.0,260.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,2021A00052414025,0.0,0.0,0.0,765.0,370.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,60.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,2021A00052414030,0.0,0.0,0.0,290.0,155.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,55.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,2021A00052414035,0.0,0.0,0.0,1750.0,910.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,165.0,145.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,2021A00052414040,0.0,0.0,0.0,385.0,185.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,2021A00052414045,0.0,0.0,0.0,200.0,90.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,45.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,2021A00052414050,0.0,0.0,0.0,495.0,265.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,2021A00052414055,0.0,0.0,0.0,435.0,190.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,45.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,2021A00052414060,0.0,0.0,0.0,680.0,345.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,70.0,55.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,2021A00052414065,0.0,0.0,0.0,735.0,395.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,125.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251,2021A00052414070,0.0,0.0,0.0,1220.0,575.0,645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,135.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,2021A00052414075,0.0,0.0,0.0,595.0,355.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,2021A00052414080,0.0,0.0,0.0,395.0,200.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,50.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,2021A00052414085,0.0,0.0,0.0,3135.0,1460.0,1670.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,665.0,355.0,310.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,2021A00052414090,0.0,0.0,0.0,1360.0,675.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,135.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
